"","nflId","game_play_frameId","gameId","playId","frameId","displayName","time","jerseyNumber","club","playDirection","x","y","s","a","dis","o","dir","event","game_playId","dist_from_ball","defensiveTeam","on_defense","has_ball","dist_from_bc"
"794",47785,"2022091102-3428-27",2022091102,3428,27,"Nick Bosa","2022-09-11 15:35:53.900000",97,"SF","left",31.04,29.52,2.2,1.56,0.23,192.83,222.49,"first_contact","2022091102-3428",0,"SF",1,0,1.207394
"276",42360,"2022091102-343-29",2022091102,343,29,"Arik Armstead","2022-09-11 13:15:13.400000",91,"SF","left",95.62,35.84,3.16,0.79,0.34,38.9,345.43,"first_contact","2022091102-343",0,"SF",1,0,0.8374366
"795",47785,"2022091102-3470-31",2022091102,3470,31,"Nick Bosa","2022-09-11 15:37:14.599999",97,"SF","left",21.24,25.51,1.95,1.09,0.22,194.26,247.37,"first_contact","2022091102-3470",0,"SF",1,0,0.6818358
"387",44938,"2022091102-3502-26",2022091102,3502,26,"Samson Ebukam","2022-09-11 15:38:09.299999",56,"SF","left",13.28,22.17,1,0.69,0.12,27.52,84.06,"first_contact","2022091102-3502",0,"SF",1,0,0.9512623
"796",47931,"2022091102-364-14",2022091102,364,14,"Dre Greenlaw","2022-09-11 13:15:53.099999",57,"SF","left",94.66,37.28,0.46,4.77,0.02,129.08,231.26,"first_contact","2022091102-364",0,"SF",1,0,0.8915716
"992",48268,"2022091102-3943-30",2022091102,3943,30,"Azeez Al-Shaair","2022-09-11 15:53:34.799999",51,"SF","left",55.26,20,1.8,1.85,0.18,9.41,358.01,"first_contact","2022091102-3943",0,"SF",1,0,1.799222
"388",42360,"2022091102-3981-24",2022091102,3981,24,"Arik Armstead","2022-09-11 15:54:29.700000",91,"SF","left",56.5,26.61,1.86,3.58,0.2,92.43,70.95,"first_contact","2022091102-3981",0,"SF",1,0,1.002447
"993",48268,"2022091102-4019-39",2022091102,4019,39,"Azeez Al-Shaair","2022-09-11 15:55:20.700000",51,"SF","left",54.65,15.9,1.87,2.24,0.2,104.68,168.16,"first_contact","2022091102-4019",0,"SF",1,0,3.347731
"1084",53609,"2022091102-467-31",2022091102,467,31,"Talanoa Hufanga","2022-09-11 13:21:29.299999",29,"SF","left",77.54,26.19,2.33,2.04,0.24,96.3,89.23,"first_contact","2022091102-467",0,"SF",1,0,0.3818377
"694",46354,"2022091102-698-32",2022091102,698,32,"Emmanuel Moseley","2022-09-11 13:32:37.299999",4,"SF","left",100.89,25.35,3.03,4.17,0.3,349.75,324.06,"first_contact","2022091102-698",0,"SF",1,0,0.4940648
"695",46354,"2022091102-719-35",2022091102,719,35,"Emmanuel Moseley","2022-09-11 13:33:15.799999",4,"SF","left",98.95,16.11,6,2.22,0.6,119.02,151.89,"first_contact","2022091102-719",0,"SF",1,0,0.9457801
"894",47931,"2022091102-756-14",2022091102,756,14,"Dre Greenlaw","2022-09-11 13:35:11.700000",57,"SF","left",81.54,14.03,5.29,3.72,0.54,154.08,143.25,"first_contact","2022091102-756",0,"SF",1,0,1.203536
"1182",53609,"2022091102-800-38",2022091102,800,38,"Talanoa Hufanga","2022-09-11 13:38:46.099999",29,"SF","left",80.77,21.98,4.13,1.32,0.41,194.68,215.79,"first_contact","2022091102-800",0,"SF",1,0,0.4753946
"575",46354,"2022091102-86-36",2022091102,86,36,"Emmanuel Moseley","2022-09-11 13:05:50.500000",4,"SF","left",86.97,18.13,2.39,4.68,0.22,261.66,349.58,"first_contact","2022091102-86",0,"SF",1,0,1.204159
"389",43405,"2022091102-989-31",2022091102,989,31,"Hassan Ridgeway","2022-09-11 13:44:16.900000",98,"SF","left",103.83,30.94,1.5,0.67,0.16,169.9,204.64,"first_contact","2022091102-989",0,"SF",1,0,0.8586617
"484",43332,"2022091111-1706-33",2022091111,1706,33,"Austin Johnson","2022-09-11 17:40:37.200000",98,"LAC","right",34.11,25,3.83,2.22,0.37,17.62,6.91,"first_contact","2022091111-1706",0,"LAC",1,0,0.9677293
"797",47811,"2022091111-1819-46",2022091111,1819,46,"Jerry Tillery","2022-09-11 17:57:17.299999",99,"LAC","right",88.5,31.33,0.95,0.5,0.09,278.41,107.1,"first_contact","2022091111-1819",0,"LAC",1,0,0.8670063
"1085",52431,"2022091111-2464-18",2022091111,2464,18,"Kenneth Murray","2022-09-11 18:22:49.099999",9,"LAC","right",73.12,6.2,6.16,6.08,0.64,243.47,199.2,"first_contact","2022091111-2464",0,"LAC",1,0,1.379021
"576",45571,"2022091111-542-10",2022091111,542,10,"Michael Davis","2022-09-11 16:42:08.900000",43,"LAC","left",22.09,39.07,8.38,2.39,0.84,219.12,225.77,"first_contact","2022091111-542",0,"LAC",1,0,0.6735726
"485",46188,"2022091104-1826-31",2022091104,1826,31,"Kyzir White","2022-09-11 14:20:26.299999",43,"PHI","right",35.5,26.05,2.37,2.18,0.24,256.07,289.24,"first_contact","2022091104-1826",0,"PHI",1,0,1.009752
"175",39984,"2022091104-1847-7",2022091104,1847,7,"Darius Slay","2022-09-11 14:20:59.099999",2,"PHI","right",39.12,15.87,3.82,3.11,0.39,278.55,300.84,"first_contact","2022091104-1847",0,"PHI",1,0,0.1315295
"696",47974,"2022091104-2007-29",2022091104,2007,29,"Marcus Epps","2022-09-11 14:25:28.200000",22,"PHI","right",102.47,27.89,3.78,3.14,0.38,245.38,275.57,"first_contact","2022091104-2007",0,"PHI",1,0,0.5080354
"994",48516,"2022091104-3286-36",2022091104,3286,36,"T.J. Edwards","2022-09-11 15:32:07.000000",57,"PHI","right",38.92,35.24,2.24,4,0.24,336.21,21.25,"first_contact","2022091104-3286",0,"PHI",1,0,0.4429447
"176",39984,"2022091104-3307-19",2022091104,3307,19,"Darius Slay","2022-09-11 15:32:41.900000",2,"PHI","right",64.43,2.71,5.87,4.71,0.59,180.77,141.58,"first_contact","2022091104-3307",0,"PHI",1,0,0.8955445
"697",47888,"2022091104-3956-9",2022091104,3956,9,"Chauncey Gardner-Johnson","2022-09-11 16:00:48.500000",23,"PHI","left",80.7,49.07,6.57,4.31,0.68,75.47,57.37,"first_contact","2022091104-3956",0,"PHI",1,0,0.8676981
"995",53502,"2022091104-3980-34",2022091104,3980,34,"Milton Williams","2022-09-11 16:01:21.000000",93,"PHI","left",76.91,29.11,2.63,1.36,0.26,359.73,23.62,"first_contact","2022091104-3980",0,"PHI",1,0,0.2002498
"577",46194,"2022091104-4001-11",2022091104,4001,11,"Avonte Maddox","2022-09-11 16:01:59.000000",29,"PHI","left",69.96,44.3,9.2,2.36,0.93,346.55,353.75,"first_contact","2022091104-4001",0,"PHI",1,0,0.5135173
"996",53508,"2022091111-2522-34",2022091111,2522,34,"Malcolm Koonce","2022-09-11 18:27:14.799999",51,"LV","left",87.15,18.06,2.62,3.12,0.27,91.4,157.78,"first_contact","2022091111-2522",0,"LV",1,0,1.490839
"1086",53509,"2022091111-2543-30",2022091111,2543,30,"Divine Deablo","2022-09-11 18:27:52.500000",5,"LV","left",81.07,23.14,3.24,2.3,0.32,43.6,45.09,"first_contact","2022091111-2543",0,"LV",1,0,1.614714
"895",47889,"2022091111-973-12",2022091111,973,12,"Maxx Crosby","2022-09-11 17:03:50.900000",98,"LV","left",15.37,48.77,7.5,3.52,0.77,33.61,352.96,"first_contact","2022091111-973",0,"LV",1,0,1.060236
"698",48032,"2022091110-102-40",2022091110,102,40,"Michael Dogbe","2022-09-11 16:28:24.900000",91,"ARI","left",69.44,23.23,3.3,2.31,0.33,156.29,241.86,"first_contact","2022091110-102",0,"ARI",1,0,0.7077429
"1087",53445,"2022091110-1047-35",2022091110,1047,35,"Zaven Collins","2022-09-11 17:04:14.700000",25,"ARI","right",34.17,31.71,3.63,2.77,0.37,353.38,0.12,"first_contact","2022091110-1047",0,"ARI",1,0,0.6519202
"486",47848,"2022091110-1092-32",2022091110,1092,32,"Zach Allen","2022-09-11 17:05:32.799999",94,"ARI","right",51.27,25.06,1.27,1.58,0.13,16.96,26,"first_contact","2022091110-1092",0,"ARI",1,0,0.6594695
"1088",53565,"2022091110-1113-16",2022091110,1113,16,"Marco Wilson","2022-09-11 17:06:13.599999",20,"ARI","right",61.17,49.03,5.43,5.82,0.53,339.82,357.03,"first_contact","2022091110-1113",0,"ARI",1,0,0.7043437
"487",47816,"2022091110-1163-23",2022091110,1163,23,"Byron Murphy","2022-09-11 17:09:44.900000",7,"ARI","right",67.51,2.37,8.56,3.22,0.87,134.94,157.33,"first_contact","2022091110-1163",0,"ARI",1,0,1.2
"488",47816,"2022091110-1203-15",2022091110,1203,15,"Byron Murphy","2022-09-11 17:10:38.400000",7,"ARI","right",89.51,4.67,4.86,6.02,0.48,222.99,176.02,"first_contact","2022091110-1203",0,"ARI",1,0,0.7920227
"1089",53445,"2022091110-123-52",2022091110,123,52,"Zaven Collins","2022-09-11 16:29:02.500000",25,"ARI","left",64.44,3.17,8.13,3.61,0.82,220.97,203.68,"first_contact","2022091110-123",0,"ARI",1,0,1.205985
"1090",53565,"2022091110-1232-9",2022091110,1232,9,"Marco Wilson","2022-09-11 17:11:15.099999",20,"ARI","right",94.89,36.01,5.68,1.53,0.57,183.61,179.16,"first_contact","2022091110-1232",0,"ARI",1,0,0.7582216
"277",44848,"2022091110-1312-42",2022091110,1312,42,"Budda Baker","2022-09-11 17:13:27.700000",3,"ARI","right",103.3,49.21,7.91,4.98,0.79,323.93,8.4,"first_contact","2022091110-1312",0,"ARI",1,0,0.4701064
"278",43376,"2022091110-1494-37",2022091110,1494,37,"Nick Vigil","2022-09-11 17:23:33.599999",59,"ARI","right",36.58,34.7,0.73,1.76,0.06,213.77,144.3,"first_contact","2022091110-1494",0,"ARI",1,0,0.9725225
"390",46674,"2022091110-1515-10",2022091110,1515,10,"Ezekiel Turner","2022-09-11 17:24:15.799999",47,"ARI","right",44.9,39.04,7.19,2.48,0.73,341.18,347.79,"first_contact","2022091110-1515",0,"ARI",1,0,0.75
"798",49410,"2022091110-1560-27",2022091110,1560,27,"Jalen Thompson","2022-09-11 17:25:40.400000",34,"ARI","right",48.27,42.3,4.04,3.05,0.39,170.79,156.14,"first_contact","2022091110-1560",0,"ARI",1,0,0.5300943
"279",44848,"2022091110-171-14",2022091110,171,14,"Budda Baker","2022-09-11 16:30:31.299999",3,"ARI","left",43.07,14.75,3.18,6.18,0.31,129.12,149.42,"first_contact","2022091110-171",0,"ARI",1,0,0.8221922
"799",49410,"2022091110-2022-15",2022091110,2022,15,"Jalen Thompson","2022-09-11 17:45:20.000000",34,"ARI","right",56.22,19.32,3.88,3.47,0.4,186.18,186.81,"first_contact","2022091110-2022",0,"ARI",1,0,1.090046
"1091",53565,"2022091110-2085-10",2022091110,2085,10,"Marco Wilson","2022-09-11 17:47:05.599999",20,"ARI","right",70.07,33.62,5.81,2.17,0.58,217.06,222.71,"first_contact","2022091110-2085",0,"ARI",1,0,0.8205486
"578",47816,"2022091110-219-35",2022091110,219,35,"Byron Murphy","2022-09-11 16:31:50.099999",7,"ARI","left",37.82,32.79,2.36,2.26,0.21,191.87,285.09,"first_contact","2022091110-219",0,"ARI",1,0,0.13
"7100",52416,"2022091110-240-17",2022091110,240,17,"Isaiah Simmons","2022-09-11 16:32:36.700000",9,"ARI","left",22.45,5.15,8.26,3.24,0.84,211.21,210.18,"first_contact","2022091110-240",0,"ARI",1,0,0.7034913
"280",43376,"2022091110-2424-9",2022091110,2424,9,"Nick Vigil","2022-09-11 18:14:10.900000",59,"ARI","right",61.59,42.1,8.95,1.62,0.9,33.29,51.17,"first_contact","2022091110-2424",0,"ARI",1,0,0.9986491
"896",52945,"2022091110-2474-31",2022091110,2474,31,"Jace Whittaker","2022-09-11 18:15:28.500000",39,"ARI","right",95.49,46.83,4.36,3.49,0.45,52.18,70.41,"first_contact","2022091110-2474",0,"ARI",1,0,0.7500667
"391",44848,"2022091110-2677-35",2022091110,2677,35,"Budda Baker","2022-09-11 18:26:37.000000",3,"ARI","right",44.14,19.81,0.48,3.99,0.07,181.33,315.05,"first_contact","2022091110-2677",0,"ARI",1,0,0.7798718
"7101",52416,"2022091110-2720-24",2022091110,2720,24,"Isaiah Simmons","2022-09-11 18:28:02.599999",9,"ARI","right",70.09,7.84,6.79,5.78,0.69,82.99,89.01,"first_contact","2022091110-2720",0,"ARI",1,0,0.8839118
"392",44848,"2022091110-2786-19",2022091110,2786,19,"Budda Baker","2022-09-11 18:30:12.299999",3,"ARI","right",99.96,17.53,4.51,2.62,0.45,222.39,161.3,"first_contact","2022091110-2786",0,"ARI",1,0,0.7736924
"7102",49410,"2022091110-3399-18",2022091110,3399,18,"Jalen Thompson","2022-09-11 18:58:53.000000",34,"ARI","left",51.72,13.65,6.84,4.47,0.71,240.12,197.91,"first_contact","2022091110-3399",0,"ARI",1,0,0.8041144
"699",48032,"2022091110-460-28",2022091110,460,28,"Michael Dogbe","2022-09-11 16:40:58.099999",91,"ARI","left",97.12,35.71,4.09,2.84,0.43,355.27,349.05,"first_contact","2022091110-460",0,"ARI",1,0,0.8720665
"281",43376,"2022091110-514-26",2022091110,514,26,"Nick Vigil","2022-09-11 16:42:49.700000",59,"ARI","left",73.55,51.48,6.58,4.15,0.67,340.91,333.89,"first_contact","2022091110-514",0,"ARI",1,0,1.466697
"489",47816,"2022091110-55-48",2022091110,55,48,"Byron Murphy","2022-09-11 16:27:11.099999",7,"ARI","left",78.45,37.91,2.11,4.8,0.2,84.57,213.11,"first_contact","2022091110-55",0,"ARI",1,0,0.9483143
"282",43376,"2022091110-593-11",2022091110,593,11,"Nick Vigil","2022-09-11 16:44:53.400000",59,"ARI","left",30.19,18.6,4.03,4.6,0.41,126.18,130.72,"first_contact","2022091110-593",0,"ARI",1,0,0.3744329
"997",52539,"2022091110-617-32",2022091110,617,32,"Rashard Lawrence","2022-09-11 16:45:31.500000",90,"ARI","left",29.59,23.14,2.63,0.72,0.26,18.2,353.57,"first_contact","2022091110-617",0,"ARI",1,0,0.557853
"393",44848,"2022091110-649-15",2022091110,649,15,"Budda Baker","2022-09-11 16:46:23.900000",3,"ARI","left",14.76,23.35,5.69,3.05,0.57,178.63,10.31,"first_contact","2022091110-649",0,"ARI",1,0,0.595483
"1183",53596,"2022091111-878-34",2022091111,878,34,"Nate Hobbs","2022-09-11 17:01:20.099999",39,"LV","left",81.04,18.7,7.12,3.67,0.71,98.1,144.4,"first_contact","2022091111-878",0,"LV",1,0,0.791012
"998",53472,"2022091111-923-16",2022091111,923,16,"Trevon Moehrig","2022-09-11 17:02:42.799999",25,"LV","left",25.67,47.75,8.97,2.44,0.95,310.34,329.63,"first_contact","2022091111-923",0,"LV",1,0,0.6603787
"7103",47796,"2022091106-1919-34",2022091106,1919,34,"Christian Wilkins","2022-09-11 14:42:49.400000",94,"MIA","right",35.3,23.98,1.71,1.09,0.18,333.63,53.22,"first_contact","2022091106-1919",0,"MIA",1,0,0.8640023
"999",52478,"2022091106-1945-27",2022091106,1945,27,"Brandon Jones","2022-09-11 14:43:22.400000",29,"MIA","right",44.39,22.65,3.23,2.91,0.34,124.87,302.02,"first_contact","2022091106-1945",0,"MIA",1,0,1.0002
"283",43321,"2022091106-2170-27",2022091106,2170,27,"Emmanuel Ogbah","2022-09-11 14:49:27.700000",91,"MIA","right",85.35,26.68,3.2,1.34,0.33,2.05,359.31,"first_contact","2022091106-2170",0,"MIA",1,0,0.4701064
"1092",52478,"2022091106-2191-10",2022091106,2191,10,"Brandon Jones","2022-09-11 14:50:10.500000",29,"MIA","right",89.02,12.88,3.49,5.3,0.36,138.19,209.44,"first_contact","2022091106-2191",0,"MIA",1,0,0.5300943
"490",46142,"2022091106-1263-10",2022091106,1263,10,"Jerome Baker","2022-09-11 14:00:26.200000",55,"MIA","left",50.73,50.87,6.37,1.56,0.64,31.57,15.94,"first_contact","2022091106-1263",0,"MIA",1,0,1.639817
"1184",54936,"2022091106-1297-41",2022091106,1297,41,"Kader Kohou","2022-09-11 14:01:04.299999",28,"MIA","left",54.2,10.58,7.11,0.29,0.72,126.5,152.33,"first_contact","2022091106-1297",0,"MIA",1,0,1.107655
"9100",53455,"2022091101-109-22",2022091101,109,22,"Greg Newsome","2022-09-11 13:06:29.400000",20,"CLE","right",28.89,6.02,5.72,1.67,0.57,190.26,177.03,"first_contact","2022091101-109",0,"CLE",1,0,0.7700649
"897",52505,"2022091101-1384-14",2022091101,1384,14,"Jacob Phillips","2022-09-11 14:04:51.200000",50,"CLE","left",94.7,16.46,7.98,2.79,0.81,119.43,169.19,"first_contact","2022091101-1384",0,"CLE",1,0,0.9521029
"1185",54533,"2022091101-1720-19",2022091101,1720,19,"Martin Emerson","2022-09-11 14:19:56.700000",23,"CLE","left",63.34,6.46,6.89,6.98,0.73,343.08,179.51,"first_contact","2022091101-1720",0,"CLE",1,0,0.9503683
"284",44903,"2022091101-1744-43",2022091101,1744,43,"John Johnson","2022-09-11 14:20:27.799999",43,"CLE","left",16.57,4.06,8.26,3.4,0.83,159.77,239.3,"first_contact","2022091101-1744",0,"CLE",1,0,0.8249242
"6100",52452,"2022091101-1785-11",2022091101,1785,11,"Grant Delpit","2022-09-11 14:22:04.299999",22,"CLE","left",11.24,5.94,4.99,4.36,0.51,141.1,138.48,"first_contact","2022091101-1785",0,"CLE",1,0,1.220656
"177",41227,"2022091101-2629-35",2022091101,2629,35,"Jadeveon Clowney","2022-09-11 15:09:04.700000",90,"CLE","left",90.47,30.37,4.11,0.89,0.44,198.9,233.93,"first_contact","2022091101-2629",0,"CLE",1,0,0.9400532
"6101",47863,"2022091101-2683-40",2022091101,2683,40,"Sione Takitaki","2022-09-11 15:10:31.900000",44,"CLE","left",79.79,24.24,1.51,4.05,0.11,4.37,276.55,"first_contact","2022091101-2683",0,"CLE",1,0,0.7300685
"898",52505,"2022091101-2909-56",2022091101,2909,56,"Jacob Phillips","2022-09-11 15:21:29.500000",50,"CLE","left",82.07,11.33,7.01,2.12,0.71,186.42,215.96,"first_contact","2022091101-2909",0,"CLE",1,0,1.306331
"178",41227,"2022091101-2930-36",2022091101,2930,36,"Jadeveon Clowney","2022-09-11 15:22:08.599999",90,"CLE","left",78.32,24.63,1.5,2.16,0.14,54.69,28.22,"first_contact","2022091101-2930",0,"CLE",1,0,0.4964877
"7104",52505,"2022091101-2951-17",2022091101,2951,17,"Jacob Phillips","2022-09-11 15:22:48.400000",50,"CLE","left",76.1,44.58,7.65,2.79,0.78,332.17,9.35,"first_contact","2022091101-2951",0,"CLE",1,0,0.766094
"579",46098,"2022091101-3080-22",2022091101,3080,22,"Taven Bryan","2022-09-11 15:27:42.599999",99,"CLE","right",74.12,22.19,3.13,2.6,0.31,230.31,272.77,"first_contact","2022091101-3080",0,"CLE",1,0,0.7749194
"899",52505,"2022091101-3101-22",2022091101,3101,22,"Jacob Phillips","2022-09-11 15:28:17.700000",50,"CLE","right",91.8,46.89,7.25,4.25,0.73,13.43,34.76,"first_contact","2022091101-3101",0,"CLE",1,0,1.227233
"394",45038,"2022091101-3125-31",2022091101,3125,31,"Isaac Rochell","2022-09-11 15:28:57.599999",98,"CLE","right",99.8,30.88,1.73,0.26,0.19,219.32,145.88,"first_contact","2022091101-3125",0,"CLE",1,0,1.15434
"1186",53481,"2022091101-361-29",2022091101,361,29,"Jeremiah Owusu-Koramoah","2022-09-11 13:17:22.099999",28,"CLE","right",45.68,30.46,2.66,4.99,0.28,91.29,228.09,"first_contact","2022091101-361",0,"CLE",1,0,0.7379024
"491",44974,"2022091101-3789-55",2022091101,3789,55,"Anthony Walker","2022-09-11 15:59:21.099999",5,"CLE","right",51.11,11.07,3.38,4.69,0.36,153.67,179.02,"first_contact","2022091101-3789",0,"CLE",1,0,0.62482
"7105",46162,"2022091101-382-9",2022091101,382,9,"Ronnie Harrison","2022-09-11 13:17:54.700000",33,"CLE","right",43.86,15.7,5.85,2.15,0.61,316.89,269.09,"first_contact","2022091101-382",0,"CLE",1,0,0.5011986
"492",44974,"2022091101-3841-30",2022091101,3841,30,"Anthony Walker","2022-09-11 16:02:53.599999",5,"CLE","right",58.39,21.85,1.68,3.21,0.18,44.98,183.02,"first_contact","2022091101-3841",0,"CLE",1,0,1.273892
"395",44903,"2022091101-3862-46",2022091101,3862,46,"John Johnson","2022-09-11 16:03:22.400000",43,"CLE","right",77.33,3.74,6.77,0.86,0.71,157.81,149.3,"first_contact","2022091101-3862",0,"CLE",1,0,0.6139218
"1187",53481,"2022091101-3923-30",2022091101,3923,30,"Jeremiah Owusu-Koramoah","2022-09-11 16:05:47.799999",28,"CLE","right",92.35,23.7,2.73,3.92,0.26,3.01,13.86,"first_contact","2022091101-3923",0,"CLE",1,0,0.8700575
"1093",53481,"2022091101-3961-26",2022091101,3961,26,"Jeremiah Owusu-Koramoah","2022-09-11 16:06:53.500000",28,"CLE","right",92.23,22.51,5.35,3.92,0.54,184.74,158.39,"first_contact","2022091101-3961",0,"CLE",1,0,0.4243819
"1094",53481,"2022091101-417-32",2022091101,417,32,"Jeremiah Owusu-Koramoah","2022-09-11 13:18:53.299999",28,"CLE","right",40.3,29.32,3.69,3.72,0.36,174.28,223.32,"first_contact","2022091101-417",0,"CLE",1,0,0.9269844
"8100",53455,"2022091101-748-7",2022091101,748,7,"Greg Newsome","2022-09-11 13:33:37.900000",20,"CLE","right",20.31,47.02,7,1.29,0.69,336.01,322.68,"first_contact","2022091101-748",0,"CLE",1,0,0.8220097
"493",44974,"2022091101-85-9",2022091101,85,9,"Anthony Walker","2022-09-11 13:05:43.299999",5,"CLE","right",26.77,38.49,5.55,4.98,0.55,203.85,289.17,"first_contact","2022091101-85",0,"CLE",1,0,1.370876
"8101",47843,"2022091111-1148-10",2022091111,1148,10,"Nasir Adderley","2022-09-11 17:12:13.299999",24,"LAC","right",54.56,29,5.32,3.09,0.53,277.74,319.21,"first_contact","2022091111-1148",0,"LAC",1,0,1.482768
"1188",54625,"2022091111-1172-28",2022091111,1172,28,"Otito Ogbonnia","2022-09-11 17:12:47.400000",93,"LAC","right",55.39,29.42,0.48,1.56,0.05,331.02,14.19,"first_contact","2022091111-1172",0,"LAC",1,0,0.8421995
"1095",53476,"2022091111-1761-8",2022091111,1761,8,"Asante Samuel","2022-09-11 17:55:45.200000",26,"LAC","right",42.83,50.26,2.69,4.17,0.29,286.71,279.25,"first_contact","2022091111-1761",0,"LAC",1,0,0.8819297
"1096",53476,"2022091111-1790-31",2022091111,1790,31,"Asante Samuel","2022-09-11 17:56:33.400000",26,"LAC","right",75.89,48.72,0.62,4.58,0.04,248.9,192.84,"first_contact","2022091111-1790",0,"LAC",1,0,0.6488451
"7106",47811,"2022091111-2278-33",2022091111,2278,33,"Jerry Tillery","2022-09-11 18:16:34.500000",99,"LAC","right",71.33,32.04,3.48,0.44,0.35,151.16,141.59,"first_contact","2022091111-2278",0,"LAC",1,0,0.6952697
"8102",47913,"2022091111-2633-10",2022091111,2633,10,"Drue Tranquill","2022-09-11 18:34:58.799999",49,"LAC","left",80.38,42.18,8.03,3.08,0.8,351.32,344.64,"first_contact","2022091111-2633",0,"LAC",1,0,0.8109871
"285",42935,"2022091111-2657-17",2022091111,2657,17,"Bryce Callahan","2022-09-11 18:35:39.200000",23,"LAC","left",57.45,27.08,7.17,3.08,0.73,280.54,285.93,"first_contact","2022091111-2657",0,"LAC",1,0,1.927537
"286",42935,"2022091111-2849-39",2022091111,2849,39,"Bryce Callahan","2022-09-11 18:45:14.700000",23,"LAC","left",67.73,19.56,4.72,3.81,0.45,77.56,166.28,"first_contact","2022091111-2849",0,"LAC",1,0,0.9079648
"1189",53476,"2022091111-3051-26",2022091111,3051,26,"Asante Samuel","2022-09-11 18:51:55.900000",26,"LAC","left",62.58,51.2,4.53,3.76,0.47,91.4,358.84,"first_contact","2022091111-3051",0,"LAC",1,0,0.7826238
"9101",47913,"2022091111-3097-35",2022091111,3097,35,"Drue Tranquill","2022-09-11 18:53:18.400000",49,"LAC","left",52.35,31.68,3.97,2.47,0.42,184.86,254.1,"first_contact","2022091111-3097",0,"LAC",1,0,0.5824088
"1097",52431,"2022091111-336-14",2022091111,336,14,"Kenneth Murray","2022-09-11 16:35:48.900000",9,"LAC","left",74.26,36.65,4.53,3.96,0.47,259.79,303.47,"first_contact","2022091111-336",0,"LAC",1,0,0.4560702
"1190",53476,"2022091111-3404-17",2022091111,3404,17,"Asante Samuel","2022-09-11 19:08:37.500000",26,"LAC","left",81.51,47.03,7.51,1.57,0.74,318.69,337.94,"first_contact","2022091111-3404",0,"LAC",1,0,1.288914
"6102",46086,"2022091111-430-36",2022091111,430,36,"Derwin James","2022-09-11 16:38:36.000000",3,"LAC","left",59.43,19.91,3.09,3.75,0.3,66.51,76.45,"first_contact","2022091111-430",0,"LAC",1,0,0.3757659
"7107",47799,"2022091101-1192-14",2022091101,1192,14,"Brian Burns","2022-09-11 13:55:59.400000",53,"CAR","right",63.77,38.54,6.7,3.89,0.7,37.77,80.52,"first_contact","2022091101-1192",0,"CAR",1,0,1.312402
"580",46124,"2022091101-1213-37",2022091101,1213,37,"Donte Jackson","2022-09-11 13:56:42.799999",26,"CAR","right",67.34,39.53,5.28,4.58,0.52,291.94,332.68,"first_contact","2022091101-1213",0,"CAR",1,0,1.580285
"6103",47799,"2022091101-1516-46",2022091101,1516,46,"Brian Burns","2022-09-11 14:11:00.099999",53,"CAR","right",49.09,40.84,6.97,3.3,0.73,10.64,30.24,"first_contact","2022091101-1516",0,"CAR",1,0,0.633877
"396",45004,"2022091101-1564-58",2022091101,1564,58,"Xavier Woods","2022-09-11 14:12:31.799999",25,"CAR","right",75.87,49.81,6.08,4.82,0.61,7.36,29.31,"first_contact","2022091101-1564",0,"CAR",1,0,1.001848
"494",45004,"2022091101-158-45",2022091101,158,45,"Xavier Woods","2022-09-11 13:08:13.000000",25,"CAR","left",65.92,12.15,3.26,5.18,0.47,122.86,189.53,"first_contact","2022091101-158",0,"CAR",1,0,0.981835
"495",45004,"2022091101-1590-53",2022091101,1590,53,"Xavier Woods","2022-09-11 14:13:17.700000",25,"CAR","right",80.6,9.73,8.46,4.43,0.85,181.42,203.12,"first_contact","2022091101-1590",0,"CAR",1,0,0.6264982
"179",42368,"2022091101-1616-34",2022091101,1616,34,"Shaq Thompson","2022-09-11 14:14:00.000000",7,"CAR","right",87.91,23.23,4.13,1.83,0.4,202.46,141.52,"first_contact","2022091101-1616",0,"CAR",1,0,1.436001
"496",46124,"2022091101-184-9",2022091101,184,9,"Donte Jackson","2022-09-11 13:08:55.299999",26,"CAR","left",60.87,2.94,6.21,3.05,0.61,117.81,152.43,"first_contact","2022091101-184",0,"CAR",1,0,1.017104
"497",46527,"2022091101-1901-33",2022091101,1901,33,"Frankie Luvu","2022-09-11 14:29:15.000000",49,"CAR","right",50.43,21.72,3.19,3.23,0.3,244.73,281.75,"first_contact","2022091101-1901",0,"CAR",1,0,0.7299315
"287",43441,"2022091101-1980-29",2022091101,1980,29,"Matt Ioannidis","2022-09-11 14:32:26.400000",99,"CAR","right",84.51,24.96,4.85,2.6,0.51,189.16,166.44,"first_contact","2022091101-1980",0,"CAR",1,0,1.333642
"498",46527,"2022091101-2001-34",2022091101,2001,34,"Frankie Luvu","2022-09-11 14:32:48.000000",49,"CAR","right",91.44,11.89,1.23,4.56,0.1,288.02,261.65,"first_contact","2022091101-2001",0,"CAR",1,0,1.300807
"7108",47799,"2022091101-2051-31",2022091101,2051,31,"Brian Burns","2022-09-11 14:34:16.900000",53,"CAR","right",101.28,21.55,1.39,1.07,0.14,26.21,18.72,"first_contact","2022091101-2051",0,"CAR",1,0,0.4601087
"1098",52472,"2022091101-213-41",2022091101,213,41,"Jeremy Chinn","2022-09-11 13:09:39.500000",21,"CAR","left",59.01,32.32,1.52,3.66,0.14,194.34,208.42,"first_contact","2022091101-213",0,"CAR",1,0,0.6
